Date Posted,Response Deadline,Country,Industry Classification,Product/Service Classification,Type of Opportunity,Federal Agency/Department,Sub-Agency/Department,Opportunity Description,Award Amount $,Active?,Date Awarded,Awardee,Date Archived,SAM.gov Link,Notice ID,Solicitation #,Award Number
2025-12-31 09:25:05.655,2026-01-08T16:00:00+01:00,France,All Other Consumer Goods Rental,LEASE-RENT OF FURNITURE,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The Embassy of the United States in Paris, France, is releasing a solicitation for the rental of transit furniture for use in residential buildings of the US Mission to France. The Government intends to award the contract resulting from this solicitation to the lowest priced technically acceptable offeror who is a responsible contractor. The anticipated performance period is for a base year, with four one-year option periods, if exercised by the Government. The resultant contract will be a fixed price IDIQ (indefinite delivery indefinite quantity) contract under which task orders will be issued. The Government may award the contract based on the initial offer without discussion. All responsible sources may submit a quotation which will be considered. All contractors must be registered in the SAM (System for Award Management) Database https://www.sam.gov prior to submitting an offer pursuant to FAR provision 52.204-7. Therefore, prospective offerors are encouraged to register at the earliest stage. The guidelines for registration in SAM are also available at: https://www.fsd.gov/fsd-gov/learning-center-system.do?sysparm_system=SAM ELECTRONIC SUBMISSIONS/RESPONSES: This opportunity allows for electronic responses. Please submit your offer to the ParisContracting@state.gov address prior to the response date and time.",,Yes,,,2026-01-23,https://sam.gov/workspace/contract/opp/cd42e84caa3246729fe946a999e63338/view,cd42e84caa3246729fe946a999e63338,19FR6326Q0009,
2025-12-31 07:15:09.979,2026-01-14T17:00:00+01:00,Hungary,"Showcase, Partition, Shelving, and Locker Manufacturing",CABINETS LOCKERS BINS & SHELVING,Presolicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The embassy is accepting bids for changing room and workshop furniture including lockers, cabinets, and benches, with door-to-door delivery to the Chancery building located in Budapest, Hungary. All specifications will be provided in the solicitation package.",,Yes,,,2026-01-15,https://sam.gov/workspace/contract/opp/5192685b824b46f2a41c8a809ff38ad3/view,5192685b824b46f2a41c8a809ff38ad3,PR15755436,
2025-12-31 06:01:37.816,2026-01-06T23:59:00+07:00,Laos,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,LEASE-RENT OF PREFAB STRUCTURES,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The U.S. Embassy Vientiane requires the supply and delivery of the necessary equipment, tools, labor, supervision, and management/administrative support for this contract to deliver the rented modular showers, rented modular toilets, and rented portable generator 50KVA at the following locations: Site REFNO 1803 (48P YC 75398 01786) at Ban Dakpar, Dakchung District, Xekong Province Site REFNO 0359 (48Q WE 79697 98977) Site REFNO 1601 (48Q XD 12063 98528) at Ban Hinlap-Nam Okhou, Boualapha District, Khammouane Province, Lao PDR These items will be used by Joint Field Activity U.S. and Lao team members. Work shall be performed under a fixed-price contract. The Contractor must include periodic maintenance servicing, warranty, and any freebies, if applicable. Updated to include vendor questions and answers.",,Yes,,,2026-01-21,https://sam.gov/workspace/contract/opp/cfb03c384c374b8a87fd6b8ae70c93a7/view,cfb03c384c374b8a87fd6b8ae70c93a7,19LA9026Q0003,
2025-12-31 05:27:04.101,2026-01-16T15:00:00+01:00,Germany,Telephone Answering Services,COMMUNICATIONS SERVICES,Combined Synopsis/Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","The Government intends to award multiple firm-fixed-price, indefinite-delivery/indefinite-quantity (IDIQ) contracts, up to a maximum of two, as a result of this solicitation. However, depending on the results of the evaluation, the Government may award only one contract. Task orders will be issued under the awarded contracts to obtain the required services, in accordance with the stated minimum and maximum quantities specified in the solicitation. Submission of Questions: Any questions, comments, exceptions, or clarifications concerning any aspect of the solicitation shall be prepared in writing and submitted to Contract Specialist, Patticha Gruenbeck, at email GruenbeckP@state.gov, and copy to FrankfurtRPSO@state.gov, not later than 15:00 hours Central European Time (CET) on Friday, December 12, 2025. The email subject line must read Questions 19GE5026R0007. Submission of Electronic Offers: Offers shall be submitted its offer as soon as possible but not later than 15:00 hours Central European Time (CET) on Friday, January 16, 2026, email to Patticha Gruenbeck at GruenbeckP@state.gov, and copy to FrankfurtRPSO@state.gov. The email subject line must read Offer 19GE5026R0007.",,Yes,,,2026-01-31,https://sam.gov/workspace/contract/opp/8b4f50385a1c416db3d8d43ee64da790/view,8b4f50385a1c416db3d8d43ee64da790,19GE5026R0007,
2025-12-31 03:43:07.434,,South Korea,,,Award Notice,DEPT OF DEFENSE,DEPT OF THE ARMY,,3120206.00,Yes,2025-12-31,"KOREA CONTAINERPOOL CO.,LTD. Seoul KOR",2026-01-15,https://sam.gov/workspace/contract/opp/8333dda2fe284fd5813f62f8d662b278/view,8333dda2fe284fd5813f62f8d662b278,W91QVN25RA022,W91QVN26DA008
2025-12-31 01:07:53.052,,South Korea,,,Award Notice,DEPT OF DEFENSE,DEPT OF THE ARMY,Maintenance and Repair of Tracked Vehicles and Engineering Equipment for 2ID,3898642.69,Yes,2025-12-30,"BOSUNG INDUSTRY CO., LTD. Yangju-si GYEONGGI-DO 11426 KOR",2026-01-14,https://sam.gov/workspace/contract/opp/d253d7fd90ac48b5bc2f65ba763b4e68/view,d253d7fd90ac48b5bc2f65ba763b4e68,W91QVN25RA043,W91QVN26CA003
2025-12-31 00:22:58.055,2026-01-15T00:00:00+09:00,Japan,Landscaping Services,LANDSCAPING/GROUNDSKEEPING SERVICES,Presolicitation,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,"The contractor shall provide all management, tools, supplies, equipment, labor, manpower, equipment/machinery, appropriate license(s) and qualification(s) necessary to perform and accomplish grounds maintenance services at the following U.S Army Installations in Okinawa, Japan: Torii Station, Naha Port, Naha Annex, Bolo Point, Chimuwan Tank Farm #1, 2 & 3, Tengan, Kuwae Tank Farm #1 & 2 and Patrol Road Petroleum Oils and Lubricants (POL) Line.",,Yes,,,2026-01-30,https://sam.gov/workspace/contract/opp/daf4e7653c4d4cab94acefa1a3c2af6f/view,daf4e7653c4d4cab94acefa1a3c2af6f,FA527026Q0002,
2025-12-30 21:59:45.095,2026-03-09T17:00:00-04:00,Belgium,Other Computer Related Services,,Special Notice,"COMMERCE, DEPARTMENT OF",BUREAU OF INDUSTRY AND SECURITY,"The NATO Communications and Information Agency (NCIA) intends to issue an Invitation for Bid (IFB) for the provision of Deployable Point of Presence to Liaison Elements (LES) to Special Operations Forces  WP2 (SOLO). Potential U.S. prime contractors must 1) maintain a professionally active facility (office, factory, laboratory, etc.) within the United States, 2) be pre-approved for participation in NATO Competitive Procurement (NCP), 3) be issued a Declaration of Eligibility (DOE) by the Department of Commerce (DOC), and 4) register with NCIAs eProcurement tool, Neo: https://www.ncia.nato.int/business/procurement/neo-eprocurement For the performance under the contract, the contractor will need to be security cleared to access and handle information up to SECRET. The reference for the IFB is IFB-CO-424325-SOCC-SOLO and all correspondence concerning the IFB should include this reference. The Competition Type is Lowest Priced Technical Compliant SUMMARY OF REQUIREMENTS The complete Summary of Requirements is attached. BECOMING ELIGIBLE TO BID NCP requires that the U.S. Government issue a DOE for potential U.S. prime contractors interested in this project. Before the U.S. Government can do so, however, the U.S. Government must approve the U.S. firm for participation in NCP. U.S. firms are approved for NCP on a facility-by-facility basis. The U.S. NCP application is a one-time application. The application requires supporting documentation in the form of 1) a company resume or capability statement indicating contracts completed as a prime contractor and 2) an annual report or set of financial documents indicating compilation, review, or audit by an independent CPA. The U.S. Government continues to accept the legacy NATO International Competitive Bidding (ICB) application for participation in NCP. U.S. firms can download a copy of the legacy ICB application from the following website: https://www.bis.gov/about-bis/bis-leadership-and-offices/SIES/business-opportunities-nato DOC is the U.S. Government agency that approves NCP applications. Please submit to the email address provided your application and supporting documentation (as attachments). If your firm is interested in a specific NCP project at this time, please also include the following in the TEXT of your email: - the title and/or solicitation number of the project - the name/phone/email of the company employee who should receive the bid documents After approval of your one-time NCP application, DOC will then know to follow up by issuing a DOE for the project. DOC will transmit the DOE to the NATO contracting agency. IMPORTANT DATES: Request a DOE (and, for firms new to NCP, submit the completed one-time NCP application): 09 March 2026 In addition to the referenced project, you may present the DOE to NCIA for future NCIA NCP opportunities, The DOE will be valid for a period of three years, NCIA distributes the IFB (planned): 16 March 2026 Bid closing (anticipated): 29 May 2026 Contract Award (estimated): 31 July 2026",,Yes,,,2026-03-16,https://sam.gov/workspace/contract/opp/30b5552760d84ac4a461efc61e99ff35/view,30b5552760d84ac4a461efc61e99ff35,IFB-CO-424325-SOCC-SOLO,
2025-12-30 21:49:06.297,2026-03-09T17:00:00-04:00,Belgium,Other Computer Related Services,,Special Notice,"COMMERCE, DEPARTMENT OF",BUREAU OF INDUSTRY AND SECURITY,"The NATO Communications and Information Agency (NCIA) intends to issue an Invitation for Bid (IFB) for the provision of Deployable Point of Presence to Liaison Elements (LES) to Special Operations Forces  WP1 (SOPLE & SOLE) Potential U.S. prime contractors must 1) maintain a professionally active facility (office, factory, laboratory, etc.) within the United States, 2) be pre-approved for participation in NATO Competitive Procurement (NCP), 3) be issued a Declaration of Eligibility (DOE) by the Department of Commerce (DOC), and 4) register with NCIAs eProcurement tool, Neo: https://www.ncia.nato.int/business/procurement/neo-eprocurement For the performance under the contract, the contractor will need to be security cleared to access and handle information up to SECRET. The reference for the IFB is IFB-CO-424324-SOCC-LES and all correspondence concerning the IFB should include this reference. The Competition Type is Lowest Priced Technical Compliant SUMMARY OF REQUIREMENTS The complete Summary of Requirements is attached. BECOMING ELIGIBLE TO BID NCP requires that the U.S. Government issue a DOE for potential U.S. prime contractors interested in this project. Before the U.S. Government can do so, however, the U.S. Government must approve the U.S. firm for participation in NCP. U.S. firms are approved for NCP on a facility-by-facility basis. The U.S. NCP application is a one-time application. The application requires supporting documentation in the form of 1) a company resume or capability statement indicating contracts completed as a prime contractor and 2) an annual report or set of financial documents indicating compilation, review, or audit by an independent CPA. The U.S. Government continues to accept the legacy NATO International Competitive Bidding (ICB) application for participation in NCP. U.S. firms can download a copy of the legacy ICB application from the following website: https://www.bis.gov/about-bis/bis-leadership-and-offices/SIES/business-opportunities-nato DOC is the U.S. Government agency that approves NCP applications. Please submit to the email address provided your application and supporting documentation (as attachments). If your firm is interested in a specific NCP project at this time, please also include the following in the TEXT of your email: - the title and/or solicitation number of the project - the name/phone/email of the company employee who should receive the bid documents After approval of your one-time NCP application, DOC will then know to follow up by issuing a DOE for the project. DOC will transmit the DOE to the NATO contracting agency. IMPORTANT DATES: Request a DOE (and, for firms new to NCP, submit the completed one-time NCP application): 09 March 2026 In addition to the referenced project, you may present the DOE to NCIA for future NCIA NCP opportunities, The DOE will be valid for a period of three years, NCIA distributes the IFB (planned): 16 March 2026 Bid closing (anticipated): 29 May 2026 Contract Award (estimated): 31 July 2026",,Yes,,,2026-03-16,https://sam.gov/workspace/contract/opp/588ea86e3f9e460aaccd9b706de06f94/view,588ea86e3f9e460aaccd9b706de06f94,IFB-CO-424324-SOCC-LES,
2025-12-30 19:47:07.558,,Turkey,Deep Sea Freight Transportation,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MARINE CHARTER,Award Notice,DEPT OF DEFENSE,DEPT OF THE NAVY,SOLICITATION N3220526R6030 IS HEREBY AWARDED CONTRACT N3220526P5041,2502950.00,Yes,2025-12-30,OVERSEAS SUN COAST LLC Tampa FL 33602 USA,2026-01-14,https://sam.gov/workspace/contract/opp/195b6c8946f44375ac73c71f6fc9bd0e/view,195b6c8946f44375ac73c71f6fc9bd0e,N3220526R6030,N3220526P5041
2025-12-30 16:58:26.213,2026-01-07T12:00:00-06:00,Mexico,Direct Health and Medical Insurance Carriers,SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","U.S. Mission Mexico requires Health insurance coverage for its Local Employed Staff (LE Staff) and direct local family members such as legal spouse and unmarried children until there are 26 years old, or above if determined to be incapable of self-support due to a physical or mental condition will continue to be eligible to participate in the medical plan as long as the condition persists, the child remains unmarried, and the L Employed Staff maintains coverage. U.S. Mission Mexico includes Embassy Mexico City, U.S. Consulates and other U.S. offices located in the Mexican territory. LE Staff must be employed with one of the below offices and within the geographic boundaries of Mexico. The anticipated performance period is for a base year, with four one-year option periods, if exercised by the Government. All responsible sources may submit a proposal, which will be considered. The anticipated performance period may incorporate FAR 52.217-8  Option to Extend Services. This clause allows the Government to temporarily extend services for up to six additional months, ensuring continuity of operations during transitions or delays. It promotes transparency and helps offerors plan for staffing and pricing. The Government may award the contract based on the initial offer without discussion. The resultant contract will be a firm fixed price type contract. The Government is planning a Pre-Proposal Conference and the date for this conference will be in the solicitation. All contractors are required to register in the System for Award Management (SAM) at https://www.sam.gov prior to submitting an offer, as stipulated by FAR provision 52.204-7. Guidelines for completing SAM registration can also be found at: https://www.sam.gov.https://sam.gov/content/entity-landing Electronic Submission/Responses: This opportunity allows for electronic responses. Please submit your proposal prior to the response date and time.",,Yes,,,2026-10-07,https://sam.gov/workspace/contract/opp/fb4dc468e7ec4491ba730ad252846a85/view,fb4dc468e7ec4491ba730ad252846a85,19MX5326R0001,
2025-12-30 14:56:11.094,2026-01-02T11:30:00-06:00,Mexico,Fuel Dealers,LEASE-RENT OF FUELS-LUBRICANTS-OILS,Solicitation,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","Please note that this is a combined synopsis/solicitation for a commercial item, prepared in accordance with the format FAR 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; offers are being requested and a written solicitation will not be issued. The U.S. Embassy in Mexico City has a requirement for SUPPLIES as per the attached Scope of Work. Pricing shall be submitted in the format and for the quantities indicated Scope of Work. The solicitation number is 19MX5325Q0007 and is issued as a Request for Quotation. The solicitation/contract will include all applicable provisions and clauses in effect through FAC 2024-01[VT1] . Items to be acquired Gasoline Provision Services in Mexico for Government Owned Vehicles registered by the U.S. Embassy in Mexico City with Premium Gasoline, Regular Gasoline and Diesel Fuel as needed. Deliver F.O.B. destination to Reforma 305, Cuauhtemoc, 06500, Mexico City, Mexico, no later than 10 days after contract award. FAR 52.212-1, Instructions to OfferorsCommercial Products and Commercial Services, applies to this acquisition. Award will be made to the responsible offeror whose quote is the lowest priced, technically acceptable offer. Offeror shall provide complete information of the item(s) being quoted in conformance with the requirements stated in the scope of work, such as descriptive literature, owners manual, maintenance procedures, technical datasheets, as applicable. Items shall comply with the minimum quality standards of the industry and any other quality standards as stated in the scope of work. Items shall include minimum warranty standards as stated in the industry and any other warranties as required in the scope of work. FAR clause 52.212-4, Contract Terms and ConditionsCommercial Products and Commercial Services, applies to this acquisition. FAR clauses in paragraph (a) of FAR 52.212-5, Contract Terms and Conditions Required To Implement Statutes or Executive OrdersCommercial Products and Commercial Services will apply to the resultant contract The following FAR clauses in paragraph (b) of FAR 52.212-5, will also apply to the resultant contract: 52.203-15, Whistleblower Protections under the American Recovery and Reinvestment Act of 2009; 52.204-27, Prohibition on a ByteDance Covered Application; 52.222-3, Convict Labor; 52.222-40, Notification of Employee Rights Under the National Labor Relations Act. 52.223-18, Encouraging Contractor Policies to Ban Text Messaging While Driving;52.225-3, Buy American-Free Trade Agreements-Israeli Trade Act; 52.229-12, Tax on Certain Foreign Procurements; and, 52.232-33, Payment by Electronic Funds Transfer-System for Award Management. The following DOSAR provisions/clauses will also apply: 652.206-70, Competition Advocacy/Ombudsman; 652.214-71, Authorization to Perform; 652.225-70, Arab League Boycott of Israel; 652.225-71, Section 8(a) of the Export Administration Act of 1979, as Amended; 652.242-70, Contracting Officers Representative; and, 652.243-70, Notices. All offerors must include a completed copy of FAR 52.212-3, Offeror Representations and CertificationsCommercial Products and Commercial Services. Pre - proposal Conference, November 19, 2025. Questions are due on November 26, 2025. Offers are due by January 02, 2026. All responsible sources may submit an offer that shall be considered. If there are any questions regarding please contact Mexico City GSO Contracts team at MexicoCityGSOSolicitations@groups.state.gov [VT1]This number needs to be reviewed when you issue the announcement, check https://www.acquisition.gov/news",,Yes,,,2026-09-10,https://sam.gov/workspace/contract/opp/30a143da757649e8b3c9f7e4cb988762/view,30a143da757649e8b3c9f7e4cb988762,19MX5325Q0007,
2025-12-30 12:54:07.487,2026-01-19T17:00:00+00:00,Zimbabwe,Water Supply and Irrigation Systems,UTILITIES- WATER,Special Notice,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","This amendment contains the link to the map of Harare that has all the locations to where water deliveries would be made. The potable bulk water, is to be delivered to 50 Embassy residences in the greater Harare area, approximately 20 kms from the CBD. The contract will be for a one-year period from the date of the contract award, with two option years. Quotations are due by 5:00pm (Harare time) on January 19, 2026. No quotations will be accepted after this time. Proposals must be in English and incomplete proposals will not be accepted.",,Yes,,,2026-02-03,https://sam.gov/workspace/contract/opp/29648cce27a346f98c8865923332e99e/view,29648cce27a346f98c8865923332e99e,,
2025-12-30 12:46:17.712,2026-01-08T10:00:00+03:00,Qatar,"All Other Professional, Scientific, and Technical Services",SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,Combined Synopsis/Solicitation,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,"This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; proposals are being requested and a written solicitation will not be issued. The solicitation number for this procurement is FA570226Q0008 and is a Request for Quotation (RFQ). The North American Industry Classification System (NAICS) is 541990. Small Business Size Standard is 16.5M. All firms must be registered with the System for Award Management (SAM) in order to receive award. Notice to Offerors: The Government reserves the right to cancel this solicitation, either before or after the closing date. In the event the Government cancels this solicitation, the Government has no obligation to reimburse an Offeror for any costs. See the attached Request for Quote FA570226Q0008 and all of its attachments for RFQ requirements and deadlines. List of Attachments: Request for Quote FA570226Q0008 Attachment 1  Salient Characteristics",,Yes,,,2026-01-23,https://sam.gov/workspace/contract/opp/21449e4702c44b6c9ed7106fb336ee8f/view,21449e4702c44b6c9ed7106fb336ee8f,FA570226Q0008,
